sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
BLAN-1-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	Bradyrhizobium	85.439	831	83.3501	0.0	911.0
BLAN-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	85.050	796	79.8395	0.0	852.0
BLAN-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	84.653	821	82.3470	0.0	859.0
BLAN-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.847	789	79.1374	0.0	1016.0
BLAN-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.780	820	82.2467	0.0	1081.0
BLAN-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Rhizobium_leguminosarum|BEJ25671.1	Rhizobium_leguminosarum	Rhizobium	89.281	821	82.3470	0.0	1085.0
BLAN-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	Microvirga	83.119	699	70.1103	0.0	719.0
BLAN-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Rhizobium_leguminosarum|XYR18004.1	Rhizobium_leguminosarum	Rhizobium	92.620	813	81.5446	0.0	1216.0
BLAN-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	89.246	716	71.8154	0.0	941.0
BLAN-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	86.246	698	70.0100	0.0	846.0
BONA-1-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	Mesorhizobium	83.902	820	82.2467	0.0	826.0
BONA-14-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	Microvirga	84.793	822	82.4473	0.0	929.0
BONA-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	89.160	821	82.3470	0.0	1064.0
