sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
CLBJ-14-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	90.326	827	82.9488	0.0	1081.0
CLBJ-16-2-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	Rhizobium	85.627	821	82.3470	0.0	859.0
CLBJ-17-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	Microvirga	89.413	784	78.6359	0.0	987.0
CLBJ-19-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	Microvirga	87.811	804	80.6419	0.0	937.0
CLBJ-20-1-No|nifH|consensus50|strict_single_dominant	nifH|Neorhizobium_alkalisoli|ACF98259.1	Neorhizobium_alkalisoli	Neorhizobium	89.627	723	72.5176	0.0	918.0
CLBJ-23-1-No|nifH|consensus50|strict_single_dominant	nifH|Neorhizobium_alkalisoli|ACF98259.1	Neorhizobium_alkalisoli	Neorhizobium	89.488	723	72.5176	0.0	913.0
CLBJ-26-1-No|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_prairiense|WEJ08560.1	Sinorhizobium_prairiense	Sinorhizobium	91.941	819	82.1464	0.0	1147.0
CLBJ-27-1-No|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_prairiense|WEJ08560.1	Sinorhizobium_prairiense	Sinorhizobium	91.697	819	82.1464	0.0	1136.0
CLBJ-28-3-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	Microvirga	87.470	822	82.4473	0.0	948.0
CLBJ-3-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	94.153	821	82.3470	0.0	1247.0
CLBJ-30-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-04|XYL77982.1	Bradyrhizobium_sp._SPXBL-04	Bradyrhizobium	90.172	641	64.2929	0.0	830.0
CLBJ-32-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	Bradyrhizobium	88.743	835	83.7513	0.0	1011.0
CLBJ-34-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	86.941	827	82.9488	0.0	929.0
CLBJ-36-1-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	Microvirga	89.068	622	62.3872	0.0	771.0
CLBJ-39-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	86.935	819	82.1464	0.0	920.0
CLBJ-4-1-No|nifH|consensus50|strict_single_dominant	nifH|Ensifer_sp|QHB50514.1	Ensifer_sp	Ensifer	95.955	717	71.9157	0.0	1164.0
CLBJ-4-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Ensifer_sp|QHB50514.1	Ensifer_sp	Ensifer	95.955	717	71.9157	0.0	1164.0
CLBJ-42-1-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	Microvirga	85.280	822	82.4473	0.0	843.0
CLBJ-43-2-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-04|XYL77982.1	Bradyrhizobium_sp._SPXBL-04	Bradyrhizobium	85.902	837	83.9519	0.0	883.0
CLBJ-5-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	96.822	818	82.0461	0.0	1363.0
CLBJ-7-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	91.209	819	82.1464	0.0	1114.0
CPER-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	96.459	819	82.1464	0.0	1352.0
CPER-3-1-No|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	96.247	826	82.8485	0.0	1352.0
CPER-3-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	96.707	820	82.2467	0.0	1363.0
