sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	81.008	853	55.3178	0.0	850.0
BLAN-1-1-Rh|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.850	852	55.2529	0.0	1136.0
BLAN-1-1-Ro|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	91.892	777	50.3891	0.0	1173.0
BLAN-2-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	92.556	1424	92.3476	0.0	2185.0
BLAN-2-1-Rh|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	97.161	775	50.2594	0.0	1341.0
BLAN-2-1-Ro|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	96.387	775	50.2594	0.0	1328.0
BLAN-3-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Rhizobium_beringeri|WSG78451.1	Rhizobium_beringeri	Rhizobium	91.121	1374	89.1051	0.0	1938.0
BLAN-3-1-Rh|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.890	1427	92.5422	0.0	2017.0
BLAN-3-1-Ro|nifK|consensus50|pass_single_dominant	nifK|Rhizobium_beringeri|WSH53567.1	Rhizobium_beringeri	Rhizobium	90.470	766	49.6757	0.0	1070.0
BLAN-4-1-No|nifK|consensus50|pass_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	86.875	1379	89.4293	0.0	1700.0
