BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	81.008	853	162	0	40	892	40	892	0.0	850
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	83.866	595	96	0	946	1540	946	1540	0.0	695
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06402.1	81.008	853	162	0	40	892	40	892	0.0	850
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06402.1	83.866	595	96	0	946	1540	946	1540	0.0	695
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22232.1	81.008	853	162	0	40	892	40	892	0.0	850
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22232.1	83.866	595	96	0	946	1540	946	1540	0.0	695
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	81.008	853	162	0	40	892	40	892	0.0	850
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	84.034	595	95	0	946	1540	946	1540	0.0	701
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WKL27702.1	81.008	853	162	0	40	892	40	892	0.0	850
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WKL27702.1	84.034	595	95	0	946	1540	946	1540	0.0	701
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WKL33257.1	81.008	853	162	0	40	892	40	892	0.0	850
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WKL33257.1	84.034	595	95	0	946	1540	946	1540	0.0	701
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQO77835.1	81.008	853	162	0	40	892	40	892	0.0	850
