sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
BLAN-1-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88866.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	84.186	1309	85.4439	0.0	1443.0
BLAN-1-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	83.563	1308	85.3786	0.0	1411.0
BLAN-1-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	86.118	778	50.7833	0.0	939.0
BLAN-2-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	91.248	777	50.7180	0.0	1146.0
BLAN-2-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	89.340	1304	85.1175	0.0	1692.0
BLAN-2-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	91.514	1308	85.3786	0.0	1958.0
BLAN-3-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Rhizobium_leguminosarum|BEJ25670.1	Rhizobium_leguminosarum	Rhizobium	91.948	1304	85.1175	0.0	1899.0
BLAN-3-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Rhizobium_leguminosarum|BEJ25670.1	Rhizobium_leguminosarum	Rhizobium	82.516	795	51.8930	0.0	876.0
BLAN-3-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Rhizobium_beringeri|WSH29655.1	Rhizobium_beringeri	Rhizobium	92.040	804	52.4804	0.0	1140.0
BLAN-4-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	93.573	778	50.7833	0.0	1184.0
