CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	90.084	1311	130	0	139	1449	154	1464	0.0	1701
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2239|XCG54741.1	90.084	1311	130	0	139	1449	154	1464	0.0	1701
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	90.015	1312	129	2	139	1449	148	1458	0.0	1696
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	88.948	1312	145	0	138	1449	153	1464	0.0	1620
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_lotononidis|WQO30063.1	88.872	1312	146	0	138	1449	153	1464	0.0	1615
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._RSM25|XKE00371.1	88.796	1312	147	0	138	1449	153	1464	0.0	1609
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._RIZ17|XXB69635.1	88.101	1311	156	0	139	1449	154	1464	0.0	1557
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Rhizobium_azibense|CAO4004965.1	87.948	1311	158	0	139	1449	154	1464	0.0	1546
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM4083|XXN81543.1	87.844	1308	159	0	139	1446	154	1461	0.0	1535
CLBJ-14-1-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM4083|XXN81637.1	87.844	1308	159	0	139	1446	154	1461	0.0	1535
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Bradyrhizobium_sp._PUT101|XYX37711.1	87.384	753	80	11	682	1425	697	1443	0.0	850
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Bradyrhizobium_sp._PUT101|XYX37711.1	88.566	516	56	2	133	645	133	648	1.35e-179	623
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_lotononidis|WQO30063.1	86.334	761	104	0	676	1436	691	1451	0.0	830
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_lotononidis|WQO30063.1	86.759	506	67	0	138	643	153	658	8.32e-162	564
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	86.202	761	105	0	676	1436	691	1451	0.0	824
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	86.957	506	66	0	138	643	153	658	1.79e-163	569
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._RSM25|XKE00371.1	85.940	761	107	0	676	1436	691	1451	0.0	813
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._RSM25|XKE00371.1	86.957	506	66	0	138	643	153	658	1.79e-163	569
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Methylobacterium_sp._CB376|WFT77219.1	85.337	757	107	4	676	1430	706	1460	0.0	780
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Methylobacterium_sp._CB376|WFT77219.1	86.706	504	65	2	140	642	164	666	3.87e-160	558
CLBJ-25-2-No|nifD|consensus50|strict_single_dominant	nifD|Ensifer_aridi|XFE90111.1	85.039	762	112	2	676	1436	691	1451	0.0	774
