tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
BLAN-1-1-No|nifK|consensus50|pass_mixed_possible_multitemplate	BLAN-1-1-No	D02	Trifolium repens	4/23/25	2.17	104.16	Quarter	BLAN-1	ethanol	nodule	Fabaceae	BLAN	Trifolium	Trifolieae	BLAN_020	Clarke	VA	no	39.101131	-77.980227	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	81.008	55.3178	0	850
BLAN-1-1-Rh|nifK|consensus50|pass_mixed_possible_multitemplate	BLAN-1-1-Rh	D02	Trifolium repens	4/23/25	0.0565	2.712	Quarter	BLAN-1	ethanol	rhizosphere	Fabaceae	BLAN	Trifolium	Trifolieae	BLAN_020	Clarke	VA	no	39.101131	-77.980227	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.85	55.2529	0	1136
SCBI-1-1-Rh|nifK|consensus50|pass_single_dominant	SCBI-1-1-Rh	D02	Lespedeza cuneata	4/23/25	0	0	Quarter	SCBI-1	ethanol	rhizosphere	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.632	92.4125	0	2137
SCBI-8-2-Ro|nifK|consensus50|pass_mixed_possible_multitemplate	SCBI-8-2-Ro	D02	Elaeagnus umbellata	4/24/25	0.569	27.312	Quarter	SCBI-8	ethanol	root	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-021	Warren	VA	no	38.900867	-78.152966	6/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.408	88.7808	0	1871
CLBJ-46-1-Ro|nifK|consensus50|pass_single_dominant	CLBJ-46-1-Ro	D11	Galactia volubilis	4/10/25	0	0	Quarter	CLBJ-46	ethanol	root	Fabaceae	CLBJ	Galactia	Diocleae	CLBJ_034	Wise	TX	yes	33.23658	-97.34089	9/4/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.317	92.607	0	1965
HEAL-2-1-Rh|nifK|consensus50|pass_single_dominant	HEAL-2-1-Rh	D19	Alnus viridis	4/4/25	0	0	Quarter	HEAL-2	ethanol	rhizosphere	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_010	Denali Borough	Alaska	yes	63.87736 N	149.26331 W	20240723	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.452	39.6239	0	640
DSNY-85-1-Rh|nifK|consensus50|pass_single_dominant	DSNY-85-1-Rh	D03	Desmodium triflorum	4/4/25	0	0	Quarter	DSNY-85	dry	rhizosphere	Fabaceae	DSNY	Desmodium	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.574	50.1946	0	1210
JERC-135-3-Rh|nifK|consensus50|pass_mixed_possible_multitemplate	JERC-135-3-Rh	D03	Stylosanthes biflora	4/8/25	0	0	Quarter	JERC-135	dry	rhizosphere	Fabaceae	JERC	Stylosanthes	Dalbergieae	JERC_048	Baker County	Georgia	yes	NA	NA	20240807	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.347	95.3956	0	2001
DEJU-57-Ro|nifK|consensus50|pass_mixed_possible_multitemplate	DEJU-57-Ro	D19	Alnus viridis	5/23/25	1.52	72.96	Quarter	DEJU-57	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	Rhizobium	Rhizobium_sp._ZK1	87.101	50.7782	0	922
DELA-12-2-No|nifK|consensus50|pass_mixed_possible_multitemplate	DELA-12-2-No	D08	Centrosema virginiana	4/4/25	41.65	1999.2	Half	DELA-12	dry	nodule	Fabaceae	DELA	Centrosema	Phaseoleae	DELA_008	Green County	AL	yes	32.53861	-87.81298	8/14/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.364	57.0687	0	970
DELA-3-3-No|nifK|consensus50|pass_mixed_possible_multitemplate	DELA-3-3-No	D08	Desmodium perplexum	4/4/25	52	2496	Half	DELA-3	dry	nodule	Fabaceae	DELA	Desmodium	Desmodieae	DELA_008	Green County	AL	yes	32.539186	-87.81292	7/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	80.892	97.406	0	1458
DELA-7-3-No|nifK|consensus50|pass_mixed_possible_multitemplate	DELA-7-3-No	D08	Albizia julibrissin	4/4/25	47.8	2294.4	Half	DELA-7	ethanol	nodule	Fabaceae	DELA	Albizia	Mimosoideae	DELA_012	Green County	AL	no	32.531137	-87.817223	8/8/24	Rhizobium	Rhizobium_sp._ZK1	84.624	55.2529	0	948
NIWO-1-Ro|nifK|consensus50|pass_single_dominant	NIWO-1-Ro	D13	Lupinus argenteus	5/23/25	0	0	Quarter	NIWO-1	NA	root	Fabaceae	NIWO	Lupinus	Genisteae	NIWO_017	Boulder	CO	yes	NA	NA	7/31/24	Sinorhizobium	Sinorhizobium_mexicanum_(Ensifer_mexicanus)	87.011	56.4202	0	996
