tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
BLAN-4-2-No|nifJ|consensus50|pass_single_dominant	BLAN-4-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	98.156	1844	52.2676	0	3253	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	BLAN-4-2-No|nifJ|consensus50|pass_single_dominant	BLAN-4-2-No	D02	Elaeagnus umbellata	7/8/25	2.225	106.8	Quarter	BLAN-4	ethanol	nodule	Elaeagnaceae	BLAN	Elaeagnus	actinorhizal	BLAN_020	Clarke	VA	no	39.100987	-77.980772	8/13/24	nodule	Elaeagnus	actinorhizal	no
BLAN-4-2-Rh|nifJ|consensus50|pass_mixed_possible_multitemplate	BLAN-4-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	92.087	1845	52.2959	0	2819	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	BLAN-4-2-Rh|nifJ|consensus50|pass_mixed_possible_multitemplate	BLAN-4-2-Rh	D02	Elaeagnus umbellata	7/8/25	0.102	4.896	Quarter	BLAN-4	ethanol	rhizosphere	Elaeagnaceae	BLAN	Elaeagnus	actinorhizal	BLAN_020	Clarke	VA	no	39.100987	-77.980772	8/13/24	rhizosphere	Elaeagnus	actinorhizal	no
ORNL-5-3-Ro|nifJ|consensus50|pass_mixed_possible_multitemplate	ORNL-5-3-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	94.526	1845	52.2959	0	2976	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	ORNL-5-3-Ro|nifJ|consensus50|pass_mixed_possible_multitemplate	ORNL-5-3-Ro	D07	Elaeagnus umbellata	10/30/25	3.23	155.04	Quarter	ORNL-5	dry	root	Elaeagnaceae	ORNL	Elaeagnus	actinorhizal	ORNL_021	Anderson	TN	no	35.955556	-84.221111	5/15/24	root	Elaeagnus	actinorhizal	no
DEJU-48-No|nifJ|consensus50|pass_single_dominant	DEJU-48-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	87.398	1714	48.5828	0	1997	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	DEJU-48-No|nifJ|consensus50|pass_single_dominant	DEJU-48-No	D19	Alnus viridis	2/20/25	16.2	777.6	Half	DEJU-48	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_002	NA	Alaska	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes
HARV-1-2-No|nifJ|consensus50|pass_single_dominant	HARV-1-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	86.179	1845	52.2959	0	2104	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	HARV-1-2-No|nifJ|consensus50|pass_single_dominant	HARV-1-2-No	D01	Comptonia peregrina	7/14/25	1.045	50.16	Quarter	HARV-1	dry	nodule	Myricaceae	HARV	Comptonia	actinorhizal	HARV_004	Worcester	MA	yes	42.42709	-72.22974	5/2/24	nodule	Comptonia	actinorhizal	yes
JERC-26-5-No|nifJ|consensus50|pass_single_dominant	JERC-26-5-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	87.039	1844	52.2676	0	2182	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	JERC-26-5-No|nifJ|consensus50|pass_single_dominant	JERC-26-5-No	D03	Centrosema virginiana	10/2/24	5.77	276.96	Half	JERC-26	dry	nodule	Fabaceae	JERC	Centrosema	Phaseoleae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	nodule	Centrosema	Phaseoleae	yes
HARV-1-2-Ro|nifJ|consensus50|pass_single_dominant	HARV-1-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	89.217	881	24.9717	0	1140	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	HARV-1-2-Ro|nifJ|consensus50|pass_single_dominant	HARV-1-2-Ro	D01	Comptonia peregrina	7/14/25	2.145	102.96	Quarter	HARV-1	dry	root	Myricaceae	HARV	Comptonia	actinorhizal	HARV_004	Worcester	MA	yes	42.42709	-72.22974	5/2/24	root	Comptonia	actinorhizal	yes
HARV-1-3-No|nifJ|consensus50|pass_mixed_possible_multitemplate	HARV-1-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	91.491	1845	52.2959	0	2584	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	HARV-1-3-No|nifJ|consensus50|pass_mixed_possible_multitemplate	HARV-1-3-No	D01	Comptonia peregrina	10/30/25	7.465	358.32	Half	HARV-1	dry	nodule	Myricaceae	HARV	Comptonia	actinorhizal	HARV_004	Worcester	MA	yes	42.42709	-72.22974	5/2/24	nodule	Comptonia	actinorhizal	yes
ORNL-1-1-No|nifJ|consensus50|pass_single_dominant	ORNL-1-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	92.641	1848	52.381	0	2667	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	ORNL-1-1-No|nifJ|consensus50|pass_single_dominant	ORNL-1-1-No	D07	Elaeagnus umbellata	2/17/25	10.85	520.8	Half	ORNL-1	dry	nodule	Elaeagnaceae	ORNL	Elaeagnus	actinorhizal	ORNL_009	Anderson	TN	no	35.974444	-84.228056	5/15/24	nodule	Elaeagnus	actinorhizal	no
ORNL-1-2-No|nifJ|consensus50|pass_mixed_possible_multitemplate	ORNL-1-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	93.738	1054	29.8753	0	1618	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	ORNL-1-2-No|nifJ|consensus50|pass_mixed_possible_multitemplate	ORNL-1-2-No	D07	Elaeagnus umbellata	10/30/25	14.75	708	Half	ORNL-1	dry	nodule	Elaeagnaceae	ORNL	Elaeagnus	actinorhizal	ORNL_009	Anderson	TN	no	35.974444	-84.228056	5/15/24	nodule	Elaeagnus	actinorhizal	no
DSNY-18-1-No|nifJ|consensus50|pass_single_dominant	DSNY-18-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	84.245	1206	34.1837	0	1242	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	DSNY-18-1-No|nifJ|consensus50|pass_single_dominant	DSNY-18-1-No	D03	Morella cerifera	9/25/24	5.585	268.08	Half	DSNY-MOCE-18	dry	nodule	Myricaceae	DSNY	Morella	actinorhizal	DSNY_044	Osceola	Florida	yes	NA	NA	20240401	nodule	Morella	actinorhizal	yes
LENO-15-2-No|nifJ|consensus50|pass_single_dominant	LENO-15-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifJ/05_blast_taxon_annotation/nifJ_iupac_best_reference_hit_with_taxon.tsv	nifJ_iupac_best_reference_hit_with_taxon.tsv	iupac	nifJ	Candidatus_Frankia_alpina	Candidatus	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	85.185	1134	32.1429	0	1230	Candidatus	Mixed-IUPAC	Candidatus	Candidatus	LENO-15-2-No|nifJ|consensus50|pass_single_dominant	LENO-15-2-No	D08	Elaeagnus umbellata	3/20/25	43.9	2107.2	Half	LENO-15	dry	nodule	Elaeagnaceae	LENO	Elaeagnus	actinorhizal	LENO_029	Choctaw County	AL	no	31.831293	-88.171122	7/3/24	nodule	Elaeagnus	actinorhizal	no
