tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
BLAN-1-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-1-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Bradyrhizobium_ottawaense	Bradyrhizobium	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	85.127	827	82.9488	0	994	NA	Mixed-IUPAC	Bradyrhizobium	Bradyrhizobium	BLAN-1-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-1-1-No	D02	Trifolium repens	4/23/25	2.17	104.16	Quarter	BLAN-1	ethanol	nodule	Fabaceae	BLAN	Trifolium	Trifolieae	BLAN_020	Clarke	VA	no	39.101131	-77.980227	8/13/24	nodule	Trifolium	Trifolieae	no
BLAN-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-1-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Bradyrhizobium_ottawaense	Bradyrhizobium	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	85.852	827	82.9488	0	999	NA	Mixed-IUPAC	Bradyrhizobium	Bradyrhizobium	BLAN-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-1-1-Rh	D02	Trifolium repens	4/23/25	0.0565	2.712	Quarter	BLAN-1	ethanol	rhizosphere	Fabaceae	BLAN	Trifolium	Trifolieae	BLAN_020	Clarke	VA	no	39.101131	-77.980227	8/13/24	rhizosphere	Trifolium	Trifolieae	no
BLAN-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Bradyrhizobium_ottawaense	Bradyrhizobium	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	86.642	816	81.8455	0	1008	NA	Mixed-IUPAC	Bradyrhizobium	Bradyrhizobium	BLAN-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-No	D02	Desmodium sp.	4/23/25	3.94	189.12	Quarter	BLAN-2	ethanol	nodule	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	nodule	Desmodium	Desmodieae	yes
BLAN-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.847	789	79.1374	0	1072	NA	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	BLAN-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-Rh	D02	Desmodium sp.	4/23/25	0	0	Quarter	BLAN-2	ethanol	rhizosphere	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	rhizosphere	Desmodium	Desmodieae	yes
SCBI-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	SCBI-2-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.636	714	71.6148	0	1000	NA	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	SCBI-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	SCBI-2-1-Rh	D02	Lespedeza cuneata	4/23/25	0	0	Quarter	SCBI-2	ethanol	rhizosphere	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	NA	rhizosphere	Lespedeza	Desmodieae	no
BLAN-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.848	816	81.8455	0	1138	NA	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	BLAN-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-Ro	D02	Desmodium sp.	4/23/25	0.1405	6.744	Quarter	BLAN-2	ethanol	root	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	root	Desmodium	Desmodieae	yes
CLBJ-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	CLBJ-1-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.918	795	79.7392	0	1086	NA	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	CLBJ-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	CLBJ-1-1-Ro	D11	Vicia sativa	7/9/24	1.305	62.64	Quarter	CLBJ-1	dry	root	Fabaceae	CLBJ	Vicia	Fabeae	CLBJ_001_T	Wise	TX	no	33.23888	-97.34109	3/20/24	root	Vicia	Fabeae	no
OSBS-104-1-Rh|nifH|consensus50|pass_single_dominant	OSBS-104-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Microvirga_sp._KLBC_81	Microvirga	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	88.582	797	79.9398	0	1033	NA	Mixed-IUPAC	Microvirga	Microvirga	OSBS-104-1-Rh|nifH|consensus50|pass_single_dominant	OSBS-104-1-Rh	D03	Crotalaria maritima	2/26/25	0.1045	5.016	Quarter	OSBS-104	dry	rhizosphere	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_070	Putnam	Fl	yes	NA	NA	20241008	rhizosphere	Crotalaria	Crotalarieae	yes
OSBS-14-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	OSBS-14-3-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM22073.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.971	816	81.8455	0	1117	NA	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	OSBS-14-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	OSBS-14-3-Ro	D03	Tephrosia virginiana	8/19/24	0.558	26.784	Quarter	OSBS-TEVI-14	dry	root	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_026	Putnam	FL	yes	NA	NA	20240521	root	Tephrosia	Millettieae	yes
DCFS-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DCFS-7-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/iupac_nifH_best_reference_hit_with_taxon.tsv	iupac_nifH_best_reference_hit_with_taxon.tsv	iupac	nifH	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	83.761	819	82.1464	0	1048	NA	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	DCFS-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DCFS-7-1-Ro	D09	Amorpha canescens	4/23/25	4.33	207.84	Quarter	DCFS-7	dry	root	Fabaceae	DCFS	Amorpha	Amorpheae	DCFS_067	Stutsman	ND	yes	47.16096	99.11051	6/20/24	root	Amorpha	Amorpheae	yes
