NC_009937_NfeD_family_protein_CDS_Azorhizobium_caulinodans_ORS_571	435
NC_009937_nifA_CDS_Azorhizobium_caulinodans_ORS_571	1734
NC_009937_nifV_CDS_Azorhizobium_caulinodans_ORS_571	1200
NC_009937_Symbiosis_Island_Azorhizobium_caulinodans_ORS_571	7525
NC_009937_Symbiosis_Island_2_Azorhizobium_caulinodans_ORS_571	6991
NC_009937_Symbiosis_Island_3_Azorhizobium_caulinodans_ORS_571	2869
NC_009937_Symbiosis_Island_4_Azorhizobium_caulinodans_ORS_571	8188
NC_017249_NfeD_family_protein_CDS_Bradyrhizobium_japonicum_USDA_6	444
NC_017249_NifU_family_protein_CDS_Bradyrhizobium_japonicum_USDA_6	570
NC_017249_nodulation_protein_NfeD_CDS_Bradyrhizobium_japonicum_USDA_6	1404
NC_017249_NoeE-like_protein_CDS_Bradyrhizobium_japonicum_USDA_6	516
NC_017249_Symbiosis_Island_Bradyrhizobium_japonicum_USDA_6	23546
NC_017249_Symbiosis_Island_2_Bradyrhizobium_japonicum_USDA_6	18079
NC_017249_Symbiosis_Island_3_Bradyrhizobium_japonicum_USDA_6	2023
NC_015656_NifU_family_protein_CDS_Candidatus_Protofrankia_datiscae	891
NC_015656_Symbiosis_Island_Candidatus_Protofrankia_datiscae	11918
NC_015656_Symbiosis_Island_2_Candidatus_Protofrankia_datiscae	1454
NC_015656_Symbiosis_Island_3_Candidatus_Protofrankia_datiscae	2184
CU633751_Symbiosis_Island_Cupriavidus_taiwanensis_str_LMG19424_plasmid_pRALTA	34967
NZ_CP104965_NifU_family_protein_CDS_Devosia_neptuniae_strain_A184-1_chromosome	567
NC_008278_NfeD_family_protein_CDS_Frankia_alni_ACN14a	435
NC_008278_nifJ_CDS_Frankia_alni_ACN14a	3528
NC_008278_NifU_family_protein_CDS_Frankia_alni_ACN14a	663
NC_008278_Symbiosis_Island_Frankia_alni_ACN14a	12576
NC_007777_NfeD_family_protein_CDS_Frankia_casuarinae	435
NC_007777_nifJ_CDS_Frankia_casuarinae	3516
NC_007777_NifU_family_protein_CDS_Frankia_casuarinae	576
NC_007777_Symbiosis_Island_Frankia_casuarinae	12214
NC_002678_NfeD_family_protein_CDS_Mesorhizobium_japonicum_MAFF_303099	465
NC_002678_nifA_CDS_Mesorhizobium_japonicum_MAFF_303099	1716
NC_002678_NifU_family_protein_CDS_Mesorhizobium_japonicum_MAFF_303099	570
NC_002678_nitrogen_fixation_protein_NifQ_CDS_Mesorhizobium_japonicum_MAFF_303099	648
NC_002678_nitrogen_fixation_protein_NifQ_CDS_Mesorhizobium_japonicum_MAFF_303099_2	648
NC_002678_nodB_CDS_Mesorhizobium_japonicum_MAFF_303099	660
NC_002678_nodulation_factor_fucose_acetyltransferase_NolL_CDS_Mesorhizobium_japonicum_MAFF_303099	1122
NC_002678_nodulation_factor_fucose_acetyltransferase_NolL_CDS_Mesorhizobium_japonicum_MAFF_303099_2	1122
NC_002678_nodulation_protein_NfeD_CDS_Mesorhizobium_japonicum_MAFF_303099	1422
NC_002678_nodulation_protein_NfeD_CDS_Mesorhizobium_japonicum_MAFF_303099_2	1422
NC_002678_nodulation_protein_NodZ_CDS_Mesorhizobium_japonicum_MAFF_303099	990
NC_002678_nodulation_protein_NodZ_CDS_Mesorhizobium_japonicum_MAFF_303099_2	111
NC_002678_nodulation_protein_NolB_CDS_Mesorhizobium_japonicum_MAFF_303099	504
NC_002678_Symbiosis_Island_1_Mesorhizobium_japonicum_MAFF_303099	4346
NC_002678_Symbiosis_Island_2_Mesorhizobium_japonicum_MAFF_303099	1621
NC_002678_Symbiosis_Island_3_Mesorhizobium_japonicum_MAFF_303099	8079
NC_002678_Symbiosis_Island_4_Mesorhizobium_japonicum_MAFF_303099	4588
NC_011894_NfeD_family_protein_CDS_Methylobacterium_nodulans_ORS_2060	435
NC_011894_NifU_family_protein_CDS_Methylobacterium_nodulans_ORS_2060	564
NC_011894_nifW_CDS_Methylobacterium_nodulans_ORS_2060	360
NC_011894_nodulation_protein_NfeD_CDS_Methylobacterium_nodulans_ORS_2060	1404
NC_011894_Symbiosis_Island_Methylobacterium_nodulans_ORS_2060	9691
NC_011894_Symbiosis_Island_2_Methylobacterium_nodulans_ORS_2060	5096
NC_011894_Symbiosis_Island_3_Methylobacterium_nodulans_ORS_2060	4094
NZ_CP141048_NfeD_family_protein_CDS_Microvirga_lotononidis_strain_HAMBI_3237_chromosome	450
NZ_CP141048_NifU_family_protein_CDS_Microvirga_lotononidis_strain_HAMBI_3237_chromosome	561
NZ_CP141049_nifW_CDS_Microvirga_lotononidis_strain_HAMBI_3237_plasmid_unnamed1	384
NZ_CP141049_nifW_CDS_Microvirga_lotononidis_strain_HAMBI_3237_plasmid_unnamed1_2	384
NZ_CP141049_nitrogen_fixation_protein_NifQ_CDS_Microvirga_lotononidis_strain_HAMBI_3237_plasmid_unnamed1	693
NZ_CP141049_nodulation_protein_NolB_CDS_Microvirga_lotononidis_strain_HAMBI_3237_plasmid_unnamed1	495
NZ_CP141049_Symbiosis_Island_Microvirga_lotononidis_strain_HAMBI_3237_plasmid_unnamed1	8064
NZ_CP141049_Symbiosis_Island_2_Microvirga_lotononidis_strain_HAMBI_3237_plasmid_unnamed1	4278
NZ_CP141049_Symbiosis_Island_3_Microvirga_lotononidis_strain_HAMBI_3237_plasmid_unnamed1	3657
NZ_HG938355_NfeD_family_protein_CDS_Neorhizobium_galegae_bv_officinalis_bv_officinalis_str_HAMBI_1141_chromosome_I	459
NZ_HG938355_NifU_family_protein_CDS_Neorhizobium_galegae_bv_officinalis_bv_officinalis_str_HAMBI_1141_chromosome_I	567
NZ_HG938357_Symbiosis_Island_Neorhizobium_galegae_bv_officinalis_bv_officinalis_str_HAMBI_1141_plasmid_pHAMBI1141b	8720
NZ_HG938357_Symbiosis_Island_2_Neorhizobium_galegae_bv_officinalis_bv_officinalis_str_HAMBI_1141_plasmid_pHAMBI1141b	13461
NC_014118_nitrogen_fixation_protein_NifQ_CDS_Paraburkholderia_atlantica_chromosome_2	546
NC_014118_nodulation_protein_NfeD_CDS_Paraburkholderia_atlantica_chromosome_2	1686
NC_014120_Symbiosis_Island_Paraburkholderia_atlantica_plasmid_pBC201	6441
NC_014120_Symbiosis_Island_2_Paraburkholderia_atlantica_plasmid_pBC201	5290
NC_014120_Symbiosis_Island_3_Paraburkholderia_atlantica_plasmid_pBC201	4055
NC_014120_Symbiosis_Island_4_Paraburkholderia_atlantica_plasmid_pBC201	8346
NC_012848_nodX_CDS_Rhizobium_leguminosarum_bv_trifolii_WSM1325_plasmid_pR132501	1104
NC_012848_Symbiosis_Island_Rhizobium_leguminosarum_bv_trifolii_WSM1325_plasmid_pR132501	8427
