sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
BLAN-4-2-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	98.156	1844	52.2676	0.0	3253.0
BLAN-4-2-Rh|nifJ|consensus50|pass_mixed_possible_multitemplate	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	92.087	1845	52.2959	0.0	2819.0
BLAN-4-2-Ro|nifJ|consensus50|pass_mixed_possible_multitemplate	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	97.177	1842	52.2109	0.0	3188.0
BONA-1-1-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	92.694	1054	29.8753	0.0	1550.0
BONA-10-2-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.566	1845	52.2959	0.0	3367.0
BONA-10-2-Rh|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
BONA-10-2-Ro|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.333	750	21.2585	0.0	1367.0
BONA-10-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
BONA-10-Rh|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	98.643	1842	52.2109	0.0	3302.0
BONA-10-Ro|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.843	636	18.0272	0.0	1171.0
BONA-11-1-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
BONA-11-1-Rh|nifJ|consensus50|pass_mixed_possible_multitemplate	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	98.889	1800	51.0204	0.0	3240.0
BONA-11-2-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	94.982	817	23.1576	0.0	1339.0
BONA-11-2-Rh|nifJ|consensus50|pass_mixed_possible_multitemplate	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	97.170	1802	51.0771	0.0	3109.0
BONA-12-1-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
BONA-12-1-Rh|nifJ|consensus50|pass_mixed_possible_multitemplate	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.674	1843	52.2392	0.0	3371.0
BONA-12-2-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
BONA-12-2-Rh|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
BONA-12-2-Ro|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1845	52.2959	0.0	3374.0
BONA-13-1-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
BONA-13-1-Rh|nifJ|consensus50|pass_mixed_possible_multitemplate	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	96.872	1215	34.4388	0.0	2087.0
BONA-13-2-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
BONA-13-2-Rh|nifJ|consensus50|pass_mixed_possible_multitemplate	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	96.471	1842	52.2109	0.0	3153.0
BONA-13-3-No|nifJ|consensus50|pass_single_dominant	nifJ|Candidatus_Frankia_alpina|THJ69601.1	Candidatus_Frankia_alpina	Candidatus	99.675	1846	52.3243	0.0	3376.0
