sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
BLAN-1-1-No|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.455	1101	98.2159	0.0	2012.0
BLAN-1-1-Rh|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.242	1055	94.1124	0.0	1914.0
BLAN-1-1-Ro|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.728	1101	98.2159	0.0	2021.0
BLAN-2-1-No|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	98.986	1085	96.7886	0.0	1962.0
BLAN-2-1-Ro|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_beringeri|WSH53767.1	Rhizobium_beringeri	Rhizobium	100.000	1101	98.2159	0.0	2034.0
BLAN-3-1-No|nodX|consensus50|pass_mixed_possible_multitemplate	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.004	1104	98.4835	0.0	1999.0
BLAN-3-1-Rh|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.725	1089	97.1454	0.0	1995.0
BLAN-3-1-Ro|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_beringeri|WSH53767.1	Rhizobium_beringeri	Rhizobium	100.000	1104	98.4835	0.0	2039.0
BLAN-4-1-No|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.444	1079	96.2533	0.0	1960.0
BLAN-4-1-Ro|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_leguminosarum|UIK20411.1	Rhizobium_leguminosarum	Rhizobium	99.171	1085	96.7886	0.0	1958.0
BONA-14-No|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.457	1102	98.3051	0.0	1941.0
BONA-2-Ro|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.457	1102	98.3051	0.0	1941.0
BONA-3-1-Rh|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.460	1104	98.4835	0.0	1945.0
CLBJ-1-1-No|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	99.819	1104	98.4835	0.0	2028.0
CLBJ-1-1-Ro|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	99.817	1095	97.6806	0.0	2012.0
CLBJ-36-1-No|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
CLBJ-36-1-Rh|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
CLBJ-36-1-Ro|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
CLBJ-37-1-No|nodX|consensus50|pass_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.460	1104	98.4835	0.0	1945.0
