sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
BLAN-1-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.909	1101	98.2159	0.0	2028.0
BLAN-1-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|UIK20411.1	Rhizobium_leguminosarum	Rhizobium	99.431	1055	94.1124	0.0	1916.0
BLAN-1-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.818	1101	98.2159	0.0	2023.0
BLAN-2-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|UIK20411.1	Rhizobium_leguminosarum	Rhizobium	99.724	1085	96.7886	0.0	1988.0
BLAN-2-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_beringeri|WSH53767.1	Rhizobium_beringeri	Rhizobium	100.000	1101	98.2159	0.0	2034.0
BLAN-3-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.725	1089	97.1454	0.0	1995.0
BLAN-3-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_beringeri|WSH53767.1	Rhizobium_beringeri	Rhizobium	100.000	1104	98.4835	0.0	2039.0
BLAN-4-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.444	1079	96.2533	0.0	1960.0
BLAN-4-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|UIK20411.1	Rhizobium_leguminosarum	Rhizobium	99.171	1085	96.7886	0.0	1954.0
BONA-14-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.457	1102	98.3051	0.0	1941.0
BONA-2-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.457	1102	98.3051	0.0	1941.0
BONA-3-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.460	1104	98.4835	0.0	1945.0
CLBJ-1-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	99.819	1104	98.4835	0.0	2028.0
CLBJ-1-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	99.817	1095	97.6806	0.0	2012.0
CLBJ-36-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
CLBJ-36-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
CLBJ-36-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
CLBJ-37-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.460	1104	98.4835	0.0	1945.0
CLBJ-37-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
CLBJ-38-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.460	1104	98.4835	0.0	1945.0
CLBJ-38-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.460	1104	98.4835	0.0	1945.0
CLBJ-46-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.727	1097	97.8591	0.0	2010.0
CPER-3-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1069	95.3613	0.0	1975.0
CPER-4-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1080	96.3426	0.0	1995.0
CPER-5-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1101	98.2159	0.0	2034.0
DCFS-1-2-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE10098.1	Rhizobium_ruizarguesonis	Rhizobium	95.932	1057	94.2908	0.0	1716.0
DCFS-6-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.637	1102	98.3051	0.0	2013.0
DEJU-31-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.450	1097	97.8591	0.0	1932.0
DEJU-34-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.336	1082	96.5210	0.0	1901.0
DEJU-35-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.457	1102	98.3051	0.0	1941.0
DEJU-44-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.452	1098	97.9483	0.0	1934.0
DEJU-56-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1102	98.3051	0.0	2036.0
DEJU-57-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1093	97.5022	0.0	2019.0
DEJU-57-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1099	98.0375	0.0	2030.0
DEJU-9-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	99.818	1101	98.2159	0.0	2023.0
DELA-1-3-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1102	98.3051	0.0	2036.0
DELA-15-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	99.700	999	89.1169	0.0	1829.0
DELA-15-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
DELA-15-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	99.638	553	49.3310	0.0	1011.0
DELA-16-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1040	92.7743	0.0	1921.0
DELA-18-2-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	98.432	893	79.6610	0.0	1589.0
DELA-20-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	98.199	944	84.2105	0.0	1676.0
DELA-20-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	98.277	1103	98.3943	0.0	1932.0
DELA-20-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	99.201	751	66.9938	0.0	1354.0
DELA-26-3-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	99.818	1101	98.2159	0.0	2023.0
DELA-7-3-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	100.000	1104	98.4835	0.0	2039.0
DSNY-25-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|UIK20411.1	Rhizobium_leguminosarum	Rhizobium	99.326	1039	92.6851	0.0	1881.0
DSNY-74-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.459	1103	98.3943	0.0	1943.0
DSNY-74-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE10098.1	Rhizobium_ruizarguesonis	Rhizobium	95.635	756	67.4398	0.0	1216.0
DSNY-75-1-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_ruizarguesonis|XIE09546.1	Rhizobium_ruizarguesonis	Rhizobium	97.417	1084	96.6994	0.0	1888.0
DSNY-79-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
DSNY-81-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.459	1103	98.3943	0.0	1943.0
DSNY-83-3-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.457	1102	98.3051	0.0	1941.0
DSNY-85-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.631	1083	96.6102	0.0	1978.0
GRSM-1-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.728	1102	98.3051	0.0	2019.0
GUAN-8-No|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|UIK20411.1	Rhizobium_leguminosarum	Rhizobium	99.456	1102	98.3051	0.0	2002.0
HEAL-9-1-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.456	1101	98.2159	0.0	1940.0
JERC-121-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_aethiopicum|CAO3997942.1	Rhizobium_aethiopicum	Rhizobium	98.460	1104	98.4835	0.0	1945.0
JERC-134-3-Ro|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	99.456	1103	98.3943	0.0	2004.0
JERC-135-3-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_anhuiense_bv._trifolii|UTS88797.1	Rhizobium_anhuiense_bv._trifolii	Rhizobium	99.637	1101	98.2159	0.0	2012.0
JERC-151-Rh|nodX|consensus50|strict_single_dominant	nodX|Rhizobium_leguminosarum|WSH75135.1	Rhizobium_leguminosarum	Rhizobium	99.909	1093	97.5022	0.0	2015.0
