sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
BLAN-1-1-No|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	Sinorhizobium	99.638	552	90.1961	0.0	1009.0
BLAN-1-1-Rh|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	Sinorhizobium	100.000	552	90.1961	0.0	1020.0
BLAN-1-1-Ro|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	Sinorhizobium	99.819	552	90.1961	0.0	1014.0
BLAN-2-1-No|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	Sinorhizobium	99.635	548	89.5425	0.0	1002.0
BLAN-2-1-Rh|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22205.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.819	552	90.1961	0.0	1014.0
BLAN-2-1-Ro|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	Sinorhizobium	100.000	552	90.1961	0.0	1020.0
BLAN-3-1-Ro|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	Sinorhizobium	98.370	552	90.1961	0.0	970.0
BLAN-4-1-Ro|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	Sinorhizobium	99.819	552	90.1961	0.0	1014.0
CLBJ-12-2-No|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|AAC44090.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	100.000	552	90.1961	0.0	1020.0
CLBJ-20-1-No|nodL|consensus50|strict_single_dominant	nodL|Rhizobium_sp._T1470|WXL50042.1	Rhizobium_sp._T1470	Rhizobium	89.094	541	88.3987	0.0	675.0
CLBJ-26-1-Rh|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	95.471	552	90.1961	0.0	881.0
CLBJ-35-1-No|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06435.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	97.464	552	90.1961	0.0	942.0
CLBJ-40-1-Ro|nodL|consensus50|strict_single_dominant	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	Sinorhizobium	99.084	546	89.2157	0.0	981.0
